id,description,status,pictid,pictype,group,cat1,cat2,price1,price2,price3,price4,buy1,buy2,buy3,buy4,oldprice1,oldprice2,oldprice3,oldprice4,CatgDisplayNum
fe0735,2005 Priestly Blessing FMT=[E]  2005.09.27,In Stock,feuillet2,0,(X)Information Folders,B 1612,,0.65,0.00,,,1,0,0,0,,,,,29
fe0734,2005 Medicine in Israel FMT=[E]  2005.09.27,In Stock,feuillet2,0,(X)Information Folders,B 1613-1616,,0.65,0.00,,,1,0,0,0,,,,,29
fe0736,2005 Annus Mirablis (Einstein) FMT=[E]  2005.09.27,In Stock,feuillet2,0,(X)Information Folders,B 1618,,0.65,0.00,,,1,0,0,0,,,,,29
fe0737,2005 40 yrs Relations with Germany FMT=[E]  2005.11.03,In Stock,feuillet2,0,(X)Information Folders,B 1617,,0.65,0.00,,,1,0,0,0,,,,,29
fe0740,2005 Philately Day: Annus Mirablis (Einstein) FMT=[E]  2005.12.27,In Stock,feuillet2,0,(X)Information Folders,B MS 078,,0.65,0.00,,,1,0,0,0,,,,,29
fe0739,2005 Theater Personalities FMT=[E]  2005.12.27,In Stock,feuillet2,0,(X)Information Folders,B 1619-1622,,0.65,0.00,,,1,0,0,0,,,,,29
fe0738,2005 Children's Rights FMT=[E]  2005.12.27,In Stock,feuillet2,0,(X)Information Folders,B 1623-1625,,0.65,0.00,,,1,0,0,0,,,,,29
fe0741,2005 Manufacturers Association FMT=[E]  2005.12.27,In Stock,feuillet2,0,(X)Information Folders,B 1626,,0.65,0.00,,,1,0,0,0,,,,,29
fe0742,2006 Israel Post FMT=[E]  2006.02.28,In Stock,feuillet2,0,(X)Information Folders,B 1627,,0.65,0.00,,,1,0,0,0,,,,,29
fe0743,2006 Chabad FMT=[E]  2006.02.28,In Stock,feuillet2,0,(X)Information Folders,B 1628,,0.65,0.00,,,1,0,0,0,,,,,29
fe0744,2006 Ezer Weizman FMT=[E]  2006.02.28,In Stock,feuillet2,0,(X)Information Folders,B 1629,,0.65,0.00,,,1,0,0,0,,,,,29
fe0745,2006 American Childrens Paint FMT=[E]  2006.02.28,In Stock,feuillet2,0,(X)Information Folders,B 1630-33,,0.65,0.00,,,1,0,0,0,,,,,29
fe0746,2006 Memorial Day (Latrun) FMT=[F]  2006.04.11,In Stock,feuillet2,0,(X)Information Folders,B 1634,,0.65,0.00,,,1,0,0,0,,,,,29
fe0747,2006 Tel-Aviv University FMT=[F]  2006.05.08,In Stock,feuillet2,0,(X)Information Folders,B 1637,,0.65,0.00,,,1,0,0,0,,,,,29
fe0748,2006 Solar System FMT=[F]  2006.05.08,In Stock,feuillet2,0,(X)Information Folders,B MS 089,,0.65,0.00,,,1,0,0,0,,,,,29
fe0749,2006 Flowers FMT=[F]  2006.05.08,In Stock,feuillet2,0,(X)Information Folders,B 1635-6,,0.65,0.00,,,1,0,0,0,,,,,29
fe0750,2006 Israel Post - Souvenir Sheet FMT=[F]  2006.05.08,In Stock,feuillet2,0,(X)Information Folders,B MS 086,,0.65,0.00,,,1,0,0,0,,,,,29
fe0751,2006 Megiddo Mosaic - Souvenir Sheet FMT=[F]  2006.05.08,In Stock,feuillet2,0,(X)Information Folders,B MS 088,,0.65,0.00,,,1,0,0,0,,,,,29
fe0752,2006 American Childrens Paint - Souvenir Sheet FMT=[F]  2006.05.28,In Stock,feuillet2,0,(X)Information Folders,B MS 087,,0.65,0.00,,,1,0,0,0,,,,,29
fe0753,2006 Rabbis of Jerusalem FMT=[F]  2006.07.25,In Stock,feuillet2,0,(X)Information Folders,B 1641-3,,0.65,0.00,,,1,0,0,0,,,,,29
fe0754,2006 Religious Zionist Education FMT=[F]  2006.07.25,In Stock,feuillet2,0,(X)Information Folders,B 1644,,0.65,0.00,,,1,0,0,0,,,,,29
fe0755,2006 Khamsa FMT=[F]  2006.07.25,In Stock,feuillet2,0,(X)Information Folders,B 1638-40,,0.65,0.00,,,1,0,0,0,,,,,29
fe0756,2006 Festivals 5767 (Mishnah Orders) FMT=[F]  2006.09.12,In Stock,feuillet2,0,(X)Information Folders,B 1646-8,,0.65,0.00,,,1,0,0,0,,,,,29
fe0757,2006 Bezalel FMT=[F]  2006.09.12,In Stock,feuillet2,0,(X)Information Folders,B 1649-51,,0.65,0.00,,,1,0,0,0,,,,,29
fe0758,2006 Abba Eban FMT=[F]  2006.09.12,In Stock,feuillet2,0,(X)Information Folders,B 1645,,0.65,0.00,,,1,0,0,0,,,,,29
fe0759,2006 Philately - Fashion FMT=[F]  2006.12.17,In Stock,feuillet2,0,(X)Information Folders,B 1658-61,,0.65,0.00,,,1,0,0,0,,,,,29
fe0760,2006 Crusader Sites FMT=[F]  2006.12.17,In Stock,feuillet2,0,(X)Information Folders,B 1654-7,,0.65,0.00,,,1,0,0,0,,,,,29
fe0761,2006 Esperanto FMT=[F]  2006.12.17,In Stock,feuillet2,0,(X)Information Folders,B 1665,,0.65,0.00,,,1,0,0,0,,,,,29
fe0762,2006 Medicinal Herbs 1.50 2.50 3.30 FMT=[F]  2006.12.17,In Stock,feuillet2,0,(X)Information Folders,B 1662-4,,0.65,0.00,,,1,0,0,0,,,,,29
fe0763,2007 Negev and Galilee FMT=[F]  2007.02.20,In Stock,feuillet2,0,(X)Information Folders,B 1669-70,,0.65,0.00,,,1,0,0,0,,,,,29
fe0764,2007 Physical Education FMT=[F]  2007.02.20,In Stock,feuillet2,0,(X)Information Folders,B 1666-8,,0.65,0.00,,,1,0,0,0,,,,,29
fe0765,2007 Educational Television FMT=[F]  2007.02.20,In Stock,feuillet2,0,(X)Information Folders,B 1671-3,,0.65,0.00,,,1,0,0,0,,,,,29
fe0766,2007 Memorial Day (Givati) FMT=[F]  2007.04.17,In Stock,feuillet2,0,(X)Information Folders,B 1674,,0.65,0.00,,,1,0,0,0,,,,,29
fe0767,2007 Development Towns FMT=[F]  2007.04.17,In Stock,feuillet2,0,(X)Information Folders,B 1676-8,,0.65,0.00,,,1,0,0,0,,,,,29
fe0768,2007 Scout FMT=[F]  2007.04.17,In Stock,feuillet2,0,(X)Information Folders,B 1675,,0.65,0.00,,,1,0,0,0,,,,,29
fe0769,2007 Neve-Tzedek - Souvenir Sheet FMT=[F]  2007.04.17,In Stock,feuillet2,0,(X)Information Folders,B MS 090,,0.65,0.00,,,1,0,0,0,,,,,29
fe0770,2007 Jerusalem Reunification FMT=[F]  2007.05.16,In Stock,feuillet2,0,(X)Information Folders,B 1685,,0.65,0.00,,,1,0,0,0,,,,,29
fe0771,2007 World Heritage Sites I FMT=[F]  2007.06.20,In Stock,feuillet2,0,(X)Information Folders,B 1686-8,,0.65,0.00,,,1,0,0,0,,,,,29
fe0772,2007 Prison Service FMT=[F]  2007.06.20,In Stock,feuillet2,0,(X)Information Folders,B 1683,,0.65,0.00,,,1,0,0,0,,,,,29
fe0773,2007 Volunteer Organizations FMT=[F]  2007.06.20,In Stock,feuillet2,0,(X)Information Folders,B 1684,,0.65,0.00,,,1,0,0,0,,,,,29
fe0774,2007 Dance FMT=[F]  2007.06.20,In Stock,feuillet2,0,(X)Information Folders,B 1679-82,,0.65,0.00,,,1,0,0,0,,,,,29
fe0775,2007 Festivals 5768 (Women in Bible) FMT=[F]  2007.08.27,In Stock,feuillet2,0,(X)Information Folders,B 1689-91,,0.65,0.00,,,1,0,0,0,,,,,29
fe0776,2007 Hashomer FMT=[F]  2007.08.27,In Stock,feuillet2,0,(X)Information Folders,B 1692,,0.65,0.00,,,1,0,0,0,,,,,29
fe0777,2007 Rabbi Messas FMT=[F]  2007.08.27,In Stock,feuillet2,0,(X)Information Folders,B 1693,,0.65,0.00,,,1,0,0,0,,,,,29
fe0778,2007 Reserve Force FMT=[F]  2007.08.27,In Stock,feuillet2,0,(X)Information Folders,B 1694,,0.65,0.00,,,1,0,0,0,,,,,29
fe0779,2007 Blue and White - Non Denominated FMT=[F]  2007.08.27,In Stock,feuillet2,0,(X)Information Folders,B 1695,,0.65,0.00,,,1,0,0,0,,,,,29
fe0780,2007 Tel Aviv - Souvenir Sheet FMT=[F]  2007.08.27,In Stock,feuillet2,0,(X)Information Folders,B MS 091,,0.65,0.00,,,1,0,0,0,,,,,29
fe0781,2007 Medicinal Herbs 1.55 2.25 FMT=[G]  2007.11.05,In Stock,feuillet2,0,(X)Information Folders,B 1696-7,,0.65,0.00,,,1,0,0,0,,,,,29
fe0782,2007 Noah's Ark - Souvenir Sheet FMT=[G]  2007.12.05,In Stock,feuillet2,0,(X)Information Folders,B MS 092,,0.65,0.00,,,1,0,0,0,,,,,29
fe0783,2007 Philately - Cinemas FMT=[G]  2007.12.05,In Stock,feuillet2,0,(X)Information Folders,B 1703-4,,0.65,0.00,,,1,0,0,0,,,,,29
fe0784,2007 Hula Nature Reserve FMT=[G]  2007.12.05,In Stock,feuillet2,0,(X)Information Folders,B 1705-7,,0.65,0.00,,,1,0,0,0,,,,,29
fe0785,2007 Gestures of Family Love FMT=[G]  2007.12.05,In Stock,feuillet2,0,(X)Information Folders,B 1700-2,,0.65,0.00,,,1,0,0,0,,,,,29
fe0786,2007 Rabbi Kaduri FMT=[G]  2007.12.05,In Stock,feuillet2,0,(X)Information Folders,B 1699,,0.65,0.00,,,1,0,0,0,,,,,29
fe0787,2008 Holocaust Remembrance - UN Joint Issue FMT=[G]  2008.01.27,In Stock,feuillet2,0,(X)Information Folders,B 1708,,0.65,0.00,,,1,0,0,0,,,,,29
fe0788,2008 World Heritage Sites II FMT=[G]  2008.01.27,In Stock,feuillet2,0,(X)Information Folders,B 1711-2,,0.65,0.00,,,1,0,0,0,,,,,29
fe0789,2008 Mekorot FMT=[G]  2008.01.27,In Stock,feuillet2,0,(X)Information Folders,B 1714,,0.65,0.00,,,1,0,0,0,,,,,29
fe0790,2008 Israel Rokach FMT=[G]  2008.01.27,In Stock,feuillet2,0,(X)Information Folders,B 1710,,0.65,0.00,,,1,0,0,0,,,,,29
fe0791,2008 Akiva Weiss FMT=[G]  2008.01.27,In Stock,feuillet2,0,(X)Information Folders,B 1709,,0.65,0.00,,,1,0,0,0,,,,,29
fe0792,2008 Ahuzat-Bayit Land Lottery FMT=[G]  2008.01.27,In Stock,feuillet2,0,(X)Information Folders,B 1713,,0.65,0.00,,,1,0,0,0,,,,,29
fe0793,2008 Memorial Day FMT=[G]  2008.04.28,In Stock,feuillet2,0,(X)Information Folders,B 1715,,0.65,0.00,,,1,0,0,0,,,,,29
fe0794,2008 Independence Posters FMT=[G]  2008.04.28,In Stock,feuillet2,0,(X)Information Folders,B MS 093,,0.65,0.00,,,1,0,0,0,,,,,29
fe0795,2008 Export Institute FMT=[G]  2008.04.28,In Stock,feuillet2,0,(X)Information Folders,B 1717,,0.65,0.00,,,1,0,0,0,,,,,29
fe0796,2008 60 Years of Independence FMT=[G]  2008.04.28,In Stock,feuillet2,0,(X)Information Folders,B 1716,,0.65,0.00,,,1,0,0,0,,,,,29
fe0797,2008 The Israeli - Non Denominated FMT=[G]  2008.04.28,In Stock,feuillet2,0,(X)Information Folders,B 1720,,0.65,0.00,,,1,0,0,0,,,,,29
fe0798,2008 Hatikva - Souvenir Sheet FMT=[G]  2008.04.28,In Stock,feuillet2,0,(X)Information Folders,B MS 095,,0.65,0.00,,,1,0,0,0,,,,,29
fe0799,2008 Flowers - Non Denominated FMT=[G]  2008.04.28,In Stock,feuillet2,0,(X)Information Folders,B 1718-9,,0.65,0.00,,,1,0,0,0,,,,,29
fe0800,2008 Gutman Ahuzat-Bait - Souvenir Sheet FMT=[G]  2008.05.14,In Stock,feuillet2,0,(X)Information Folders,B MS 107,,0.65,0.00,,,1,0,0,0,,,,,29
fe0801,2008 Jerusalem of Gold - Souvenir Sheet FMT=[G]  2008.05.14,In Stock,feuillet2,0,(X)Information Folders,B MS 095,,0.65,0.00,,,1,0,0,0,,,,,29
fe0802,2008 Children Paint FMT=[G]  2008.05.14,In Stock,feuillet2,0,(X)Information Folders,B 1722-4,,0.65,0.00,,,1,0,0,0,,,,,29
fe0803,2008 Gush Katif FMT=[G]  2008.07.14,In Stock,feuillet2,0,(X)Information Folders,B 1732,,0.65,0.00,,,1,0,0,0,,,,,29
fe0804,2008 Beijing 2008 FMT=[G]  2008.07.14,In Stock,feuillet2,0,(X)Information Folders,B 1728-31,,0.65,0.00,,,1,0,0,0,,,,,29
fe0805,2008 Promenades FMT=[G]  2008.07.14,In Stock,feuillet2,0,(X)Information Folders,B 1725-7,,0.65,0.00,,,1,0,0,0,,,,,29
fe0806,2008 Rabbis Forerunners Zionism FMT=[G]  2008.09.17,In Stock,feuillet2,0,(X)Information Folders,B 1735-6,,0.65,0.00,,,1,0,0,0,,,,,29
fe0807,2008 Festivals 5769 (Torah Crowns) FMT=[G]  2008.09.17,In Stock,feuillet2,0,(X)Information Folders,B 1737-9,,0.65,0.00,,,1,0,0,0,,,,,29
fe0808,2008 Medicinal Herbs 1.60 POST 24 FMT=[G]  2008.09.17,In Stock,feuillet2,0,(X)Information Folders,B 1733-4,,0.65,0.00,,,1,0,0,0,,,,,29
fe0809,2008 France Friendship - Joint Issue FMT=[G]  2008.11.06,In Stock,feuillet2,0,(X)Information Folders,B 1740-1,,0.65,0.00,,,1,0,0,0,,,,,29
fe0810,2008 Galei Zahal FMT=[G]  2008.12.17,In Stock,feuillet2,0,(X)Information Folders,B 1747,,0.65,0.00,,,1,0,0,0,,,,,29
fe0811,2008 Statistics Bureau FMT=[G]  2008.12.17,In Stock,feuillet2,0,(X)Information Folders,B 1746,,0.65,0.00,,,1,0,0,0,,,,,29
fe0812,2008 Taglit FMT=[G]  2008.12.17,In Stock,feuillet2,0,(X)Information Folders,B 1748,,0.65,0.00,,,1,0,0,0,,,,,29
fe0813,2008 Philately - Ancient Letters FMT=[G]  2008.12.17,In Stock,feuillet2,0,(X)Information Folders,B 1749-5,,0.65,0.00,,,1,0,0,0,,,,,29
fe0814,2009 Tel Aviv Centennial FMT=[G]  2009.02.17,In Stock,feuillet2,0,(X)Information Folders,B 1749-51,,0.65,0.00,,,1,0,0,0,,,,,29
fe0815,2009 Extreme Sport FMT=[G]  2009.02.17,In Stock,feuillet2,0,(X)Information Folders,B 1752-4,,0.65,0.00,,,1,0,0,0,,,,,29
fe0816,2009 Fruits FMT=[G]  2009.02.17,In Stock,feuillet2,0,(X)Information Folders,B 1755-9,,0.65,0.00,,,1,0,0,0,,,,,29
fe0817,2009 Astronomy FMT=[G]  2009.04.22,In Stock,feuillet2,0,(X)Information Folders,B 1760-2,,0.65,0.00,,,1,0,0,0,,,,,29
fe0818,2009 Memorial Day FMT=[G]  2009.04.22,In Stock,feuillet2,0,(X)Information Folders,B 1763,,0.65,0.00,,,1,0,0,0,,,,,29
fe0819,2009 Polish Year - Souvenir Sheet - Poland Joint Issue FMT=[G]  2009.04.22,In Stock,feuillet2,0,(X)Information Folders,B MS 108,,0.65,0.00,,,1,0,0,0,,,,,29
fe0820,2009 Music FMT=[G]  2009.04.22,In Stock,feuillet2,0,(X)Information Folders,B MS 109,,0.65,0.00,,,1,0,0,0,,,,,29
fe0821,2009 Environment FMT=[G]  2009.06.30,In Stock,feuillet2,0,(X)Information Folders,B 1768-70,,0.65,0.00,,,1,0,0,0,,,,,29
fe0822,2009 Harp Contest FMT=[G]  2009.06.30,In Stock,feuillet2,0,(X)Information Folders,B 1764,,0.65,0.00,,,1,0,0,0,,,,,29
fe0823,2009 18th Maccabiah FMT=[G]  2009.06.30,In Stock,feuillet2,0,(X)Information Folders,B 1766,,0.65,0.00,,,1,0,0,0,,,,,29
fe0824,2009 Love FMT=[G]  2009.06.30,In Stock,feuillet2,0,(X)Information Folders,B 1767,,0.65,0.00,,,1,0,0,0,,,,,29
fe0825,2009 Dead Sea FMT=[G]  2009.06.30,In Stock,feuillet2,0,(X)Information Folders,B 1765,,0.65,0.00,,,1,0,0,0,,,,,29
fe0826,2009 Animal Assisted Therapy FMT=[G]  2009.09.08,In Stock,feuillet2,0,(X)Information Folders,B 1774-6,,0.65,0.00,,,1,0,0,0,,,,,29
fe0827,2009 Leumit Health Fund FMT=[G]  2009.09.08,In Stock,feuillet2,0,(X)Information Folders,B 1780,,0.65,0.00,,,1,0,0,0,,,,,29
fe0828,2009 Festivals 5770 (Honey) FMT=[G]  2009.09.08,In Stock,feuillet2,0,(X)Information Folders,B 1771-3,,0.65,0.00,,,1,0,0,0,,,,,29
fe0829,2009 Virtual Communication FMT=[G]  2009.09.08,In Stock,feuillet2,0,(X)Information Folders,B 1777-9,,0.65,0.00,,,1,0,0,0,,,,,29
fe0830,2009 Yiddish Theatre - Romania Joint Issue FMT=[G]  2009.11.26,In Stock,feuillet2,0,(X)Information Folders,B 1788,,0.65,0.00,,,1,0,0,0,,,,,29
fe0831,2009 Maritime Archeology FMT=[G]  2009.11.26,In Stock,feuillet2,0,(X)Information Folders,B 1781-4,,0.65,0.00,,,1,0,0,0,,,,,29
fe0832,2009 Philately - Lighthouses FMT=[G]  2009.11.26,In Stock,feuillet2,0,(X)Information Folders,B 1785-7,,0.65,0.00,,,1,0,0,0,,,,,29
fe0833,2010 Past and Future FMT=[G]  2010.01.27,In Stock,feuillet2,0,(X)Information Folders,B 1791,,0.65,0.00,,,1,0,0,0,,,,,29
fe0834,2010 Lions FMT=[G]  2010.01.27,In Stock,feuillet2,0,(X)Information Folders,B 1790,,0.65,0.00,,,1,0,0,0,,,,,29
fe0835,2010 Alliance FMT=[G]  2010.01.27,In Stock,feuillet2,0,(X)Information Folders,B 1789,,0.65,0.00,,,1,0,0,0,,,,,29
fe0836,2010 Birds FMT=[G]  2010.01.27,In Stock,feuillet2,0,(X)Information Folders,B 1793-5,,0.65,0.00,,,1,0,0,0,,,,,29
fe0837,2010 Arava Settling FMT=[G]  2010.01.27,In Stock,feuillet2,0,(X)Information Folders,B 1792,,0.65,0.00,,,1,0,0,0,,,,,29
fe0838,2010 Innovations FMT=[G]  2010.04.14,In Stock,feuillet2,0,(X)Information Folders,B 1796-8,,0.65,0.00,,,1,0,0,0,,,,,29
fe0839,2010 World Trade Center FMT=[G]  2010.04.14,In Stock,feuillet2,0,(X)Information Folders,B 1799,,0.65,0.00,,,1,0,0,0,,,,,29
fe0840,2010 Canada Friendship - Joint Issue FMT=[G]  2010.04.14,In Stock,feuillet2,0,(X)Information Folders,B 1801,,0.65,0.00,,,1,0,0,0,,,,,29
fe0841,2010 Children's Books - Souvenir Sheet FMT=[G]  2010.04.14,In Stock,feuillet2,0,(X)Information Folders,B MS 110,,0.65,0.00,,,1,0,0,0,,,,,29
fe0842,2010 Herzl - Souvenir Sheet FMT=[G]  2010.04.14,In Stock,feuillet2,0,(X)Information Folders,B MS 111,,0.65,0.00,,,1,0,0,0,,,,,29
fe0843,2010 Memorial Day FMT=[G]  2010.04.14,In Stock,feuillet2,0,(X)Information Folders,B 1800,,0.65,0.00,,,1,0,0,0,,,,,29
fe0844,2010 Simon Wiesenthal - Austria Joint Issue FMT=[G1]  2010.06.14,In Stock,feuillet2,0,(X)Information Folders,B 1802,,0.65,0.00,,,1,0,0,0,,,,,29
fe0845,2010 Kibbutz FMT=[G1]  2010.06.14,In Stock,feuillet2,0,(X)Information Folders,B 1803,,0.65,0.00,,,1,0,0,0,,,,,29
fe0846,2010 Musical Instruments FMT=[G1]  2010.06.14,In Stock,feuillet2,0,(X)Information Folders,B 1804-8,,0.65,0.00,,,1,0,0,0,,,,,29
fe0847,2010 Rabbi Nachman of Breslev FMT=[G1]  2010.06.14,In Stock,feuillet2,0,(X)Information Folders,B 1812,,0.65,0.00,,,1,0,0,0,,,,,29
fe0848,2010 Story Gardens FMT=[G1]  2010.06.14,In Stock,feuillet2,0,(X)Information Folders,B 1809-11,,0.65,0.00,,,1,0,0,0,,,,,29
fe0849,2010 Sailing FMT=[G1]  2010.06.14,In Stock,feuillet2,0,(X)Information Folders,B 1813,,0.65,0.00,,,1,0,0,0,,,,,29
fe0850,2010 Outside Walls FMT=[G1]  2010.08.25,In Stock,feuillet2,0,(X)Information Folders,B 1814,,0.65,0.00,,,1,0,0,0,,,,,29
fe0851,2010 TZEVET FMT=[G1]  2010.08.25,In Stock,feuillet2,0,(X)Information Folders,B 1815,,0.65,0.00,,,1,0,0,0,,,,,29
fe0852,2010 Animals FMT=[G1]  2010.08.25,In Stock,feuillet2,0,(X)Information Folders,B MS 112,,0.65,0.00,,,1,0,0,0,,,,,29
fe0853,2010 Greetings FMT=[G1]  2010.08.25,In Stock,feuillet2,0,(X)Information Folders,B ND 49-50,,0.65,0.00,,,1,0,0,0,,,,,29
fe0854,2010 Urban Renaissance FMT=[G1]  2010.08.25,In Stock,feuillet2,0,(X)Information Folders,B 1816,,0.65,0.00,,,1,0,0,0,,,,,29
fe0855,2010 Festivals 5771 (Shofars) FMT=[G1]  2010.08.25,In Stock,feuillet2,0,(X)Information Folders,B 1817-9,,0.65,0.00,,,1,0,0,0,,,,,29
fe0856,2010 Gethsemane - Vatican Joint Issue FMT=[G1]  2010.11.15,In Stock,feuillet2,0,(X)Information Folders,B 1826,,0.65,0.00,,,1,0,0,0,,,,,29
fe0857,2010 Philately - Cinemas FMT=[G1]  2010.11.21,In Stock,feuillet2,0,(X)Information Folders,B 1821,,0.65,0.00,,,1,0,0,0,,,,,29
fe0858,2010 Bible Stories FMT=[G1]  2010.11.21,In Stock,feuillet2,0,(X)Information Folders,B 1823-5,,0.65,0.00,,,1,0,0,0,,,,,29
fe0859,2010 Flag FMT=[G1]  2010.11.21,In Stock,feuillet2,0,(X)Information Folders,B ND 53,,0.65,0.00,,,1,0,0,0,,,,,29
fe0860,2010 Animation FMT=[G1]  2010.11.21,In Stock,feuillet2,0,(X)Information Folders,B MS 124,,0.65,0.00,,,1,0,0,0,,,,,29
fe0861,2010 Bible Stories - Souvenir Sheet FMT=[G1]  2010.11.21,In Stock,feuillet2,0,(X)Information Folders,B MS 113,,0.65,0.00,,,1,0,0,0,,,,,29
fe0862,2011 Chemistry Year FMT=[G2]  2011.01.04,In Stock,feuillet2,0,(X)Information Folders,B 1829-30,,0.65,0.00,,,1,0,0,0,,,,,29
fe0863,2011 Leopard FMT=[G2]  2011.02.07,In Stock,feuillet2,0,(X)Information Folders,B 1835-8,,0.65,0.00,,,1,0,0,0,,,,,29
fe0864,2011 Clalit Health FMT=[G2]  2011.02.07,In Stock,feuillet2,0,(X)Information Folders,B 1828,,0.65,0.00,,,1,0,0,0,,,,,29
fe0865,2011 Herod's Building FMT=[G2]  2011.02.07,In Stock,feuillet2,0,(X)Information Folders,B 1831-4,,0.65,0.00,,,1,0,0,0,,,,,29
fe0866,2011 Hebrew FMT=[G2]  2011.02.07,In Stock,feuillet2,0,(X)Information Folders,B 1827,,0.65,0.00,,,1,0,0,0,,,,,29
fe0867,2011 Ethiopian Jewry FMT=[G3]  2011.04.12,In Stock,feuillet2,0,(X)Information Folders,B 1839,,0.65,0.00,,,1,0,0,0,,,,,29
fe0868,2011 Butterflies FMT=[G3]  2011.04.12,In Stock,feuillet2,0,(X)Information Folders,B ND 56-61,,0.65,0.00,,,1,0,0,0,,,,,29
fe0869,2011 Ephraim Katzir FMT=[G3]  2011.04.12,In Stock,feuillet2,0,(X)Information Folders,B 1842,,0.65,0.00,,,1,0,0,0,,,,,29
fe0870,2011 Tourism FMT=[G3]  2011.04.12,In Stock,feuillet2,0,(X)Information Folders,B 1843-5,,0.65,0.00,,,1,0,0,0,,,,,29
fe0871,2011 Carmel Training FMT=[G3]  2011.04.12,In Stock,feuillet2,0,(X)Information Folders,B 1840,,0.65,0.00,,,1,0,0,0,,,,,29
fe0872,2011 Memorial Day FMT=[G3]  2011.04.12,In Stock,feuillet2,0,(X)Information Folders,B 1841,,0.65,0.00,,,1,0,0,0,,,,,29
fe0873,2011 Achievements Agriculture FMT=[G3]  2011.06.27,In Stock,feuillet2,0,(X)Information Folders,B 1848-50,,0.65,0.00,,,1,0,0,0,,,,,29
fe0874,2011 Rabbi Shlomo Goren FMT=[G3]  2011.06.27,In Stock,feuillet2,0,(X)Information Folders,B 1846,,0.65,0.00,,,1,0,0,0,,,,,29
fe0875,2011 Clown Care FMT=[G3]  2011.06.27,In Stock,feuillet2,0,(X)Information Folders,B 1847,,0.65,0.00,,,1,0,0,0,,,,,29
fe0877,2011 Beaches FMT=[G3]  2011.06.27,In Stock,feuillet2,0,(X)Information Folders,B MS 126,,0.65,0.00,,,1,0,0,0,,,,,29
fe0878,2011 OECD Member FMT=[G3]  2011.09.13,In Stock,feuillet2,0,(X)Information Folders,B 1857,,0.65,0.00,,,1,0,0,0,,,,,29
fe0879,2011 Music Albums FMT=[G3]  2011.09.13,In Stock,feuillet2,0,(X)Information Folders,B MS 127,,0.65,0.00,,,1,0,0,0,,,,,29
fe0880,2011 Festivals 5772 (Feast) FMT=[G3]  2011.09.13,In Stock,feuillet2,0,(X)Information Folders,B 1851-3,,0.65,0.00,,,1,0,0,0,,,,,29
fe0881,2011 Children's Games FMT=[G3]  2011.09.13,In Stock,feuillet2,0,(X)Information Folders,B 1854-6,,0.65,0.00,,,1,0,0,0,,,,,29
fe0882,2011 Football Legends FMT=[G3]  2011.12.06,In Stock,feuillet2,0,(X)Information Folders,B MS 128,,0.65,0.00,,,1,0,0,0,,,,,29
fe0883,2011 Philharmonic Orchestra FMT=[G3]  2011.12.06,In Stock,feuillet2,0,(X)Information Folders,B 1858,,0.65,0.00,,,1,0,0,0,,,,,29
fe0884,2011 Rescue Forces FMT=[G3]  2011.12.06,In Stock,feuillet2,0,(X)Information Folders,B 1859,,0.65,0.00,,,1,0,0,0,,,,,29
fe0885,2011 Philately - Valley Railway FMT=[G3]  2011.12.06,In Stock,feuillet2,0,(X)Information Folders,B 1860,,0.65,0.00,,,1,0,0,0,,,,,29
fe0886,2012 Pioneering Women FMT=[G3]  2012.02.07,In Stock,feuillet2,0,(X)Information Folders,B 1863-4,,0.65,0.00,,,1,0,0,0,,,,,29
fe0887,2012 Technion FMT=[G3]  2012.02.07,In Stock,feuillet2,0,(X)Information Folders,B 1861,,0.65,0.00,,,1,0,0,0,,,,,29
fe0888,2012 In Memory FMT=[G3]  2012.02.07,In Stock,feuillet2,0,(X)Information Folders,B ND 67,,0.65,0.00,,,1,0,0,0,,,,,29
fe0889,2012 Rabbi Shneur Zalman FMT=[G3]  2012.02.07,In Stock,feuillet2,0,(X)Information Folders,B 1862,,0.65,0.00,,,1,0,0,0,,,,,29
fe0890,2012 Justice FMT=[G3]  2012.02.07,In Stock,feuillet2,0,(X)Information Folders,B 1865,,0.65,0.00,,,1,0,0,0,,,,,29
fe0891,2012 Breastlate I FMT=[G3]  2012.02.07,In Stock,feuillet2,0,(X)Information Folders,B 1866-9,,0.65,0.00,,,1,0,0,0,,,,,29
fe0892,2012 Peace Symbols - China Joint Issue FMT=[G3]  2012.03.20,In Stock,feuillet2,0,(X)Information Folders,B 1878-9,,0.65,0.00,,,1,0,0,0,,,,,29
fe0893,2012 Children's Books FMT=[G3]  2012.04.17,In Stock,feuillet2,0,(X)Information Folders,B MS 129,,0.65,0.00,,,1,0,0,0,,,,,29
fe0894,2012 Western Wall FMT=[G3]  2012.04.17,In Stock,feuillet2,0,(X)Information Folders,B 1880,,0.65,0.00,,,1,0,0,0,,,,,29
fe0895,2012 Jewish Seamanship FMT=[G3]  2012.04.17,In Stock,feuillet2,0,(X)Information Folders,B 1881-3,,0.65,0.00,,,1,0,0,0,,,,,29
fe0896,2012 Memorial Day FMT=[G3]  2012.04.17,In Stock,feuillet2,0,(X)Information Folders,B 1884,,0.65,0.00,,,1,0,0,0,,,,,29
fe0897,2012 Breastlate II FMT=[G3]  2012.04.17,In Stock,feuillet2,0,(X)Information Folders,B 1870-3,,0.65,0.00,,,1,0,0,0,,,,,29
