WantHave,BaseItem,ItemType,AlbumType,AlbumRef,AlbumSection,AlbumPage,RefItem,Desc,Notes,CatgDisplayNum
h,fe0442,price1,SS6,FDC10,,636,6110s563,,,29
h,fe0443,price1,SS6,FDC10,,637,6110s559,,,29
h,fe0441,price1,SS6,FDC10,,638,6110s562,,,29
h,fe0438,price1,SS6,FDC10,,639,6110s560,,,29
h,fe0439,price1,SS6,FDC10,,640,6110s557,,,29
h,fe0440,price1,SS6,FDC10,,641,6110s561,,,29
h,fe0446,price1,SS6,FDC10,,644,6110s572,,,29
h,fe0448,price1,SS6,FDC10,,645,6110s565,,,29
h,fe0445,price1,SS6,FDC10,,646,6110s570,,,29
h,fe0444,price1,SS6,FDC10,,647,6110s571,,,29
h,fe0447,price1,SS6,FDC10,,648,6110s568,,,29
h,fe0453,price1,SS6,FDC10,,649,6110s573,,,29
h,fe0450,price1,SS6,FDC10,,650,6110s576,,,29
h,fe0452,price1,SS6,FDC10,,651,6110s575,,,29
h,fe0451,price1,SS6,FDC10,,652,6110s577,,,29
h,fe0454,price1,SS6,FDC10,,654,6110s578,,,29
h,fe0449,price1,SS6,FDC10,,655,6110s574,,,29
h,fe0457,price1,SS6,FDC10,,656,6110s581,,,29
h,fe0456,price1,SS6,FDC10,,657,6110s582,,,29
h,fe0458,price1,SS6,FDC10,,660,6110s587,,,29
h,fe0455,price1,SS6,FDC10,,659,6110s579,,,29
h,fe0460,price1,SS6,FDC11,,661,6110s584,,,29
h,fe0459,price1,SS6,FDC11,,662,6110s583,,,29
h,fe0461,price1,SS6,FDC11,,664,6110s585,,,29
h,fe0462,price1,SS6,FDC11,,665,6110s588,,,29
h,fe0463,price1,SS6,FDC11,,666,6110s589,,,29
h,fe0464,price1,SS6,FDC11,,667,6110s590,,,29
h,fe0465,price1,SS6,FDC11,,670,6110s591,,,29
h,fe0466,price1,SS6,FDC11,,670,6110s592,,,29
h,fe0467,price1,SS6,FDC11,,673,6110s594,,,29
h,fe0468,price1,SS6,FDC11,,673,6110s593,,,29
h,fe0471,price1,SS6,FDC11,,674,6110s599,,,29
h,fe0470,price1,SS6,FDC11,,674,6110s598,,,29
h,fe0469,price1,SS6,FDC11,,677,6110s595,,,29
h,fe0472,price1,SS6,FDC11,,677,6110s596,,,29
h,fe0474,price1,SS6,FDC11,,679,6110s601,,,29
h,fe0476,price1,SS6,FDC11,,680,6110s600,,,29
h,fe0477,price1,SS6,FDC11,,680,6110s600,,,29
h,fe0473,price1,SS6,FDC11,,681,6110s602,,,29
h,fe0475,price1,SS6,FDC11,,682,6110s603,,,29
h,fe0482,price1,SS6,FDC11,,683,6110s610,,,29
h,fe0478,price1,SS6,FDC11,,684,6110s606,,,29
h,fe0479,price1,SS6,FDC11,,685,6110s608,,,29
h,fe0480,price1,SS6,FDC11,,686,6110s609,,,29
h,fe0481,price1,SS6,FDC11,,687,6110s607,,,29
h,fe0485,price1,SS6,FDC11,,689,6110s612,,,29
h,fe0483,price1,SS6,FDC11,,690,6110s613,,,29
h,fe0488,price1,SS6,FDC11,,691,6110s614,,,29
h,fe0487,price1,SS6,FDC11,,693,6110s616,,,29
h,fe0489,price1,SS6,FDC11,,694,6110s618,,,29
h,fe0486,price1,SS6,FDC11,,695,6110s615,,,29
h,fe0493,price1,SS6,FDC11,,696,6110s623,,,29
h,fe0490,price1,SS6,FDC11,,697,6110s619,,,29
h,fe0492,price1,SS6,FDC11,,698,6110s622,,,29
h,fe0491,price1,SS6,FDC11,,699,6110s621,,,29
h,fe0495,price1,SS6,FDC11,,700,6110s628,,,29
h,fe0494,price1,SS6,FDC11,,701,6110s626,,,29
h,fe0496,price1,SS6,FDC11,,702,6110s627,,,29
h,fe0497,price1,SS6,FDC11,,703,6110s629,,,29
h,fe0499,price1,SS6,FDC11,,704,6110s631,,,29
h,fe0498,price1,SS6,FDC11,,705,6110s630,,,29
w,fe0500,price1,SS6,FDC11,,707,6110s633,,,29
h,fe0505,price1,SS6,FDC11,,708,6110s635,,,29
h,fe0504,price1,SS6,FDC11,,709,6110s637,,,29
h,fe0503,price1,SS6,FDC11,,710,6110s638,,,29
h,fe0502,price1,SS6,FDC11,,711,6110s636,,,29
h,fe0501,price1,SS6,FDC11,,712,6110s639,,,29
h,fe0506,price1,SS6,FDC11,,713,6110s640,,,29
h,fe0507,price1,SS6,FDC11,,714,6110s641,,,29
h,fe0511,price1,SS6,FDC11,,715,6110s647,,,29
h,fe0512,price1,SS6,FDC11,,717,6110s646,,,29
h,fe0510,price1,SS6,FDC11,,718,6110s643,,,29
h,fe0508,price1,SS6,FDC11,,719,6110s644,,,29
h,fe0509,price1,SS6,FDC11,,720,6110s642,,,29
h,fe0513,price1,SS6,FDC11,,721,6110s648,,,29
h,fe0514,price1,SS6,FDC11,,722,6110s652,,,29
h,fe0517,price1,SS6,FDC11,,723,6110s649,,,29
h,fe0516,price1,SS6,FDC11,,724,6110s653,,,29
h,fe0515,price1,SS6,FDC11,,725,6110s651,,,29
h,fe0519,price1,SS6,FDC11,,726,6110s655,,,29
h,fe0520,price1,SS6,FDC11,,727,6110s656,,,29
h,fe0518,price1,SS6,FDC11,,728,6110s654,,,29
h,fe0525,price1,SS6,FDC11,,729,6110s662,,,29
h,fe0526,price1,SS6,FDC11,,730,6110s657,,,29
h,fe0521,price1,SS6,FDC11,,731,6110s661,,,29
h,fe0523,price1,SS6,FDC11,,732,6110s660,,,29
h,fe0522,price1,SS6,FDC11,,733,6110s658,,,29
h,fe0524,price1,SS6,FDC11,,734,6110s659,,,29
h,fe0528,price1,SS6,FDC12,,735,6110s663,,,29
h,fe0527,price1,SS6,FDC12,,736,6110s664,,,29
h,fe0529,price1,SS6,FDC12,,737,6110s665,,,29
h,fe0533,price1,SS6,FDC12,,738,6110s668,,,29
h,fe0532,price1,SS6,FDC12,,739,6110s667,,,29
h,fe0531,price1,SS6,FDC12,,740,6110s666,,,29
h,fe0530,price1,SS6,FDC12,,742,6110s673,,,29
w,fe0534,price1,SS6,FDC12,,744,6110s670,,,29
h,fe0535,price1,SS6,FDC12,,746,6110s677,,,29
h,fe0537,price1,SS6,FDC12,,747,6110s674,,,29
h,fe0536,price1,SS6,FDC12,,748,6110s675,,,29
h,fe0538,price1,SS6,FDC12,,749,6110s678,,,29
h,fe0540,price1,SS6,FDC12,,750,6110s681,,,29
h,fe0539,price1,SS6,FDC12,,752,6110s680,,,29
h,fe0541,price1,SS6,FDC12,,753,6110s682,,,29
h,fe0544,price1,SS6,FDC12,,754,6110s684,,,29
h,fe0545,price1,SS6,FDC12,,755,6110s683,,,29
h,fe0543,price1,SS6,FDC12,,756,6110s685,,,29
h,fe0542,price1,SS6,FDC12,,757,6110s686,,,29
h,fe0547,price1,SS6,FDC12,,758,6110s690,,,29
h,fe0546,price1,SS6,FDC12,,759,6110s687,,,29
h,fe0548,price1,SS6,FDC12,,760,6110s691,,,29
h,fe0554,price1,SS6,FDC12,,762,6110s695,,,29
h,fe0550,price1,SS6,FDC12,,763,6110s697,,,29
h,fe0552,price1,SS6,FDC12,,764,6110s693,,,29
h,fe0551,price1,SS6,FDC12,,765,6110s696,,,29
h,fe0555,price1,SS6,FDC12,,766,6110s698,,,29
h,fe0553,price1,SS6,FDC12,,767,6110s702,,,29
h,fe0556,price1,SS6,FDC12,,768,6110s701,,,29
h,fe0557,price1,SS6,FDC12,,769,6110s700,,,29
h,fe0558,price1,SS6,FDC12,,770,6110s699,,,29
h,fe0562,price1,SS6,FDC12,,771,6110s704,,,29
h,fe0561,price1,SS6,FDC12,,772,6110s706,,,29
h,fe0560,price1,SS6,FDC12,,773,6110s703,,,29
h,fe0566,price1,SS6,FDC12,,774,6110s711,,,29
h,fe0559,price1,SS6,FDC12,,775,6110s705,,,29
h,fe0563,price1,SS6,FDC12,,776,6110s708,,,29
h,fe0564,price1,SS6,FDC12,,777,6110s710,,,29
h,fe0565,price1,SS6,FDC12,,778,6110s709,,,29
h,fe0568,price1,SS6,FDC12,,779,6110s712,,,29
h,fe0567,price1,SS6,FDC12,,780,6110s713,,,29
h,fe0569,price1,SS6,FDC12,,783,6110s716,,,29
h,fe0570,price1,SS6,FDC12,,784,6110s714,,,29
h,fe0571,price1,SS6,FDC12,,785,6110s717,,,29
h,fe0572,price1,SS6,FDC12,,786,6110s723,,,29
h,fe0573,price1,SS6,FDC12,,787,6110s725,,,29
h,fe0574,price1,SS6,FDC12,,788,6110s724,,,29
h,fe0575,price1,SS6,FDC12,,789,6110s720,,,29
h,fe0576,price1,SS6,FDC12,,790,6110s722,,,29
h,fe0581,price1,SS6,FDC12,,791,6110s730,,,29
h,fe0580,price1,SS6,FDC12,,792,6110s731,,,29
h,fe0577,price1,SS6,FDC12,,795,6110s726,,,29
h,fe0579,price1,SS6,FDC12,,796,6110s729,,,29
h,fe0578,price1,SS6,FDC12,,797,6110s728,,,29
h,fe0582,price1,SS6,FDC12,,798,6110s734,,,29
h,fe0583,price1,SS6,FDC12,,799,6110s736,,,29
h,fe0585,price1,SS6,FDC12,,800,6110s735,,,29
h,fe0584,price1,SS6,FDC13,,801,6110s737,,,29
h,fe0590,price1,SS6,FDC13,,802,6110s738,,,29
h,fe0590,price1,SS6,FDC13,,803,6110s739,,,29
h,fe0590,price1,SS6,FDC13,,804,6110s739,,,29
h,fe0586,price1,SS6,FDC13,,805,6110s740,,,29
h,fe0589,price1,SS6,FDC13,,806,6110s742,,,29
h,fe0587,price1,SS6,FDC13,,807,6110s743,,,29
h,fe0588,price1,SS6,FDC13,,808,6110s741,,,29
h,fe0592,price1,SS6,FDC13,,809,6110s746,,,29
h,fe0593,price1,SS6,FDC13,,810,6110s744,,,29
h,fe0591,price1,SS6,FDC13,,811,6110s745,,,29
h,fe0594,price1,SS6,FDC13,,812,6110s747,,,29
h,fe0596,price1,SS6,FDC13,,813,6110s748,,,29
h,fe0597,price1,SS6,FDC13,,814,6110s751,,,29
h,fe0598,price1,SS6,FDC13,,815,6110s750,,,29
h,fe0595,price1,SS6,FDC13,,816,6110s749,,,29
h,fe0599,price1,SS6,FDC13,,817,6110s752,,,29
h,fe0601,price1,SS6,FDC13,,818,6110s753,,,29
h,fe0600,price1,SS6,FDC13,,819,6110s756,,,29
h,fe0602,price1,SS6,FDC13,,820,6110s755,,,29
h,fe0604,price1,SS6,FDC13,,821,6110s759,,,29
h,fe0605,price1,SS6,FDC13,,823,6110s760,,,29
h,fe0603,price1,SS6,FDC13,,824,6110s758,,,29
h,fe0606,price1,SS6,FDC13,,825,6110s762,,,29
h,fe0607,price1,SS6,FDC13,,826,6110s763,,,29
h,fe0608,price1,SS6,FDC13,,827,6110s765,,,29
h,fe0609,price1,SS6,FDC13,,828,6110s764,,,29
h,fe0610,price1,SS6,FDC13,,830,6110s766,,,29
h,fe0611,price1,SS6,FDC13,,832,6110s767,,,29
h,fe0613,price1,SS6,FDC13,,833,6110s769,,,29
h,fe0615,price1,SS6,FDC13,,834,6110s772,,,29
h,fe0614,price1,SS6,FDC13,,835,6110s770,,,29
h,fe0612,price1,SS6,FDC13,,836,6110s768,,,29
h,fe0616,price1,SS6,FDC13,,837,6110s773,,,29
h,fe0617,price1,SS6,FDC13,,838,6110s774,,,29
h,fe0618,price1,SS6,FDC13,,840,6110s777,,,29
h,fe0619,price1,SS6,FDC13,,841,6110s775,,,29
h,fe0620,price1,SS6,FDC13,,842,6110s776,,,29
h,fe0622,price1,SS6,FDC13,,843,6110s782,,,29
h,fe0623,price1,SS6,FDC13,,844,6110s779,,,29
h,fe0624,price1,SS6,FDC13,,845,6110s781,,,29
h,fe0621,price1,SS6,FDC13,,846,6110s783,,,29
h,fe0625,price1,SS6,FDC13,,847,6110s784,,,29
h,fe0626,price1,SS6,FDC13,,848,6110s785,,,29
h,fe0627,price1,SS6,FDC13,,849,6110s786,,,29
h,fe0629,price1,SS6,FDC13,,850,6110s788,,,29
h,fe0630,price1,SS6,FDC13,,851,6110s789,,,29
h,fe0631,price1,SS6,FDC13,,852,6110s787,,,29
h,fe0628,price1,SS6,FDC13,,853,6110s791,,,29
h,fe0632,price1,SS6,FDC13,,856,6110s795,,,29
h,fe0634,price1,SS6,FDC13,,859,6110s794,,,29
h,fe0633,price1,SS6,FDC13,,860,6110s798,,,29
h,fe0635,price1,SS6,FDC13,,862,6110s799,,,29
h,fe0636,price1,SS6,FDC13,,864,6110s802,,,29
h,fe0637,price1,SS6,FDC14,,865,6110s801,,,29
h,fe0638,price1,SS6,FDC14,,867,6110s804,,,29
h,fe0639,price1,SS6,FDC14,,868,6110s807,,,29
h,fe0640,price1,SS6,FDC14,,869,6110s806,,,29
h,fe0642,price1,SS6,FDC14,,870,6110s809,,,29
h,fe0641,price1,SS6,FDC14,,871,6110s805,,,29
h,fe0643,price1,SS6,FDC14,,872,6110s810,,,29
h,fe0644,price1,SS6,FDC14,,874,6110s812,,,29
h,fe0645,price1,SS6,FDC14,,875,6110s811,,,29
h,fe0646,price1,SS6,FDC14,,876,6110s815,,,29
h,fe0647,price1,SS6,FDC14,,877,6110s814,,,29
h,fe0648,price1,SS6,FDC14,,878,6110s816,,,29
h,fe0649,price1,SS6,FDC14,,879,6110s813,,,29
h,fe0650,price1,SS6,FDC14,,880,6110s821,,,29
h,fe0651,price1,SS6,FDC14,,881,6110s819,,,29
h,fe0653,price1,SS6,FDC14,,883,6110s818,,,29
h,fe0652,price1,SS6,FDC14,,882,6110s817,,,29
h,fe0654,price1,SS6,FDC14,,884,6110s820,,,29
h,fe0655,price1,SS6,FDC14,,887,6110s828,,,29
h,fe0656,price1,SS6,FDC14,,889,6110s825,,,29
h,fe0657,price1,SS6,FDC14,,890,6110s824,,,29
h,fe0658,price1,SS6,FDC14,,891,6110s823,,,29
h,fe0659,price1,SS6,FDC14,,892,6110s830,,,29
h,fe0660,price1,SS6,FDC14,,894,6110s834,,,29
h,fe0661,price1,SS6,FDC14,,895,6110s832,,,29
h,fe0662,price1,SS6,FDC14,,896,6110s831,,,29
h,fe0663,price1,SS6,FDC14,,897,6110s833,,,29
h,fe0664,price1,SS6,FDC14,,899,6110s835,,,29
h,fe0666,price1,SS6,FDC14,,900,6110s837,,,29
h,fe0665,price1,SS6,FDC14,,901,6110s836,,,29
h,fe0668,price1,SS6,FDC14,,902,6110s840,,,29
h,fe0671,price1,SS6,FDC14,,903,6110s839,,,29
h,fe0670,price1,SS6,FDC14,,904,6110s838,,,29
h,fe0669,price1,SS6,FDC14,,905,6110s842,,,29
h,fe0667,price1,SS6,FDC14,,906,6110s841,,,29
h,fe0673,price1,SS6,FDC14,,909,6110s844,,,29
h,fe0672,price1,SS6,FDC14,,911,6110s843,,,29
h,fe0674,price1,SS6,FDC14,,912,6110s845,,,29
h,fe0675,price1,SS6,FDC14,,913,6110s846,,,29
h,fe0677,price1,SS6,FDC14,,914,6110s850,,,29
h,fe0679,price1,SS6,FDC14,,915,6110s849,,,29
h,fe0678,price1,SS6,FDC14,,916,6110s851,,,29
h,fe0676,price1,SS6,FDC14,,917,6110s847,,,29
h,fe0686,price1,SS6,FDC14,,918,6110s854,,,29
h,fe0685,price1,SS6,FDC14,,919,6110s855,,,29
h,fe0688,price1,SS6,FDC14,,920,6110s852,,,29
h,fe0684,price1,SS6,FDC14,,921,6110s856,,,29
h,fe0680,price1,SS6,FDC14,,922,6110s859,,,29
h,fe0683,price1,SS6,FDC14,,923,6110s857,,,29
h,fe0682,price1,SS6,FDC14,,924,6110s858,,,29
h,fe0681,price1,SS6,FDC14,,925,6110s860,,,29
h,fe0687,price1,SS6,FDC14,,926,6110s853,,,29
h,fe0689,price1,SS6,FDC14,,927,6110s861,,,29
h,fe0691,price1,SS6,FDC14,,929,6110s862,,,29
h,fe0690,price1,SS6,FDC14,,932,6110s864,,,29
h,fe0692,price1,SS6,FDC15,,938,6110s867,,,29
h,fe0693,price1,SS6,FDC15,,939,6110s870,,,29
h,fe0694,price1,SS6,FDC15,,940,6110s869,,,29
h,fe0699,price1,SS6,FDC15,,943,6110s874,,,29
h,fe0698,price1,SS6,FDC15,,944,6110s877,,,29
h,fe0695,price1,SS6,FDC15,,945,6110s879,,,29
h,fe0696,price1,SS6,FDC15,,947,6110s875,,,29
h,fe0697,price1,SS6,FDC15,,948,6110s878,,,29
h,fe0703,price1,SS6,FDC15,,949,6110s880,,,29
h,fe0702,price1,SS6,FDC15,,951,6110s886,,,29
h,fe0703A,price1,SS6,FDC15,,950.1,6110s881,,,29
h,fe0701,price1,SS6,FDC15,,952,6110s882,,,29
h,fe0700,price1,SS6,FDC15,,953,6110s884,,,29
h,fe0704,price1,SS6,FDC15,,954,6110s888,,,29
h,fe0705,price1,SS6,FDC15,,955,6110s889,,,29
h,fe0707,price1,SS6,FDC15,,956,6110s891,,,29
h,fe0708,price1,SS6,FDC15,,957,6110s895,,,29
h,fe0706,price1,SS6,FDC15,,959,6110s892,,,29
h,fe0709,price1,SS6,FDC15,,960,6110s898,,,29
h,fe0711,price1,SS6,FDC15,,961,6110s896,,,29
h,fe0710,price1,SS6,FDC15,,962,6110s897,,,29
h,fe0712,price1,SS6,FDC15,,963,6110s900,,,29
h,fe0713,price1,SS6,FDC15,,964,6110s901,,,29
h,fe0714,price1,SS6,FDC15,,965,6110s902,,,29
h,fe0715,price1,SS6,FDC15,,966,6110s904,,,29
h,fe0716,price1,SS6,FDC15,,967,6110s906,,,29
h,fe0718,price1,SS6,FDC15,,968,6110s907,,,29
h,fe0717,price1,SS6,FDC15,,969,6110s908,,,29
h,fe0719,price1,SS6,FDC15,,970,6110s909,,,29
h,fe0720,price1,SS6,FDC15,,972,6110s911,,,29
h,fe0720,price1,SS6,FDC15,,973,6110s913,,,29
h,fe0721,price1,SS6,FDC15,,975,6110s910,,,29
h,fe0722,price1,SS6,FDC15,,976,6110s919,,,29
h,fe0723,price1,SS6,FDC15,,977,6110s918,,,29
h,fe0724,price1,SS6,FDC15,,978,6110s917,,,29
h,fe0725,price1,SS6,FDC15,,979,6110s916,,,29
h,fe0726,price1,SS6,FDC15,,980,6110s914,,,29
h,fe0727,price1,SS6,FDC15,,983,6110s928,,,29
h,fe0730,price1,SS6,FDC15,,981,6110s921,,,29
h,fe0728,price1,SS6,FDC15,,982,6110s924,,,29
h,fe0731,price1,SS6,FDC15,,984,6110s925,,,29
h,fe0729,price1,SS6,FDC15,,985,6110s926,,,29
h,fe0732,price1,SS6,FDC15,,986,6110s933,,,29
h,fe0733,price1,SS6,FDC15,,987,6110s930,,,29
h,fe0734,price1,SS6,FDC15,,989,6110s932,,,29
h,fe0735,price1,SS6,FDC15,,990,6110s931,,,29
h,fe0736,price1,SS6,FDC15,,991,6110s929,,,29
h,fe0737,price1,SS6,FDC15,,992,6110s935,,,29
h,fe0739,price1,SS6,FDC15,,994,6110s938,,,29
h,fe0738,price1,SS6,FDC15,,995,6110s939,,,29
h,fe0740,price1,SS6,FDC15,,996,6110s940,,,29
h,fe0741,price1,SS6,FDC15,,997,6110s941,,,29
h,fe0742,price1,SS6,FDC16,,999,6110s947,,,29
h,fe0743,price1,SS6,FDC16,,1000,6110s945,,,29
h,fe0744,price1,SS6,FDC16,,1001,6110s942,,,29
w,fe0745,price1,SS6,FDC16,,1003,6110s943,,,29
h,fe0746,price1,SS6,FDC16,,1004,6110s948,,,29
h,fe0750,price1,SS6,FDC16,,1005,6110s950,,,29
h,fe0749,price1,SS6,FDC16,,1006,6110s952,,,29
h,fe0751,price1,SS6,FDC16,,1007,6110s949,,,29
h,fe0748,price1,SS6,FDC16,,1009,6110s954,,,29
h,fe0747,price1,SS6,FDC16,,1010,6110s957,,,29
h,fe0752,price1,SS6,FDC16,,1011,6110s958,,,29
h,fe0755,price1,SS6,FDC16,,1012,6110s961,,,29
h,fe0753,price1,SS6,FDC16,,1013,6110s959,,,29
h,fe0754,price1,SS6,FDC16,,1014,6110s960,,,29
h,fe0758,price1,SS6,FDC16,,1015,6110s966,,,29
h,fe0756,price1,SS6,FDC16,,1016,6110s963,,,29
h,fe0757,price1,SS6,FDC16,,1017,6110s964,,,29
h,fe0760,price1,SS6,FDC16,,1019,6110s968,,,29
h,fe0762,price1,SS6,FDC16,,1022,6110s971,,,29
h,fe0761,price1,SS6,FDC16,,1023,6110s970,,,29
h,fe0759,price1,SS6,FDC16,,1021,6110s967,,,29
h,fe0764,price1,SS6,FDC16,,1024,6110s973,,,29
h,fe0765,price1,SS6,FDC16,,1025,6110s974,,,29
h,fe0763,price1,SS6,FDC16,,1027,6110s972,,,29
h,fe0769,price1,SS6,FDC16,,1028,6110s981,,,29
h,fe0767,price1,SS6,FDC16,,1029,6110s978,,,29
h,fe0766,price1,SS6,FDC16,,1030,6110s977,,,29
h,fe0768,price1,SS6,FDC16,,1031,6110s979,,,29
h,fe0770,price1,SS6,FDC16,,1032,6110s982,,,29
h,fe0771,price1,SS6,FDC16,,1033,6110s983,,,29
h,fe0772,price1,SS6,FDC16,,1034,6110s985,,,29
h,fe0773,price1,SS6,FDC16,,1035,6110s986,,,29
h,fe0774,price1,SS6,FDC16,,1037,6110s987,,,29
h,fe0778,price1,SS6,FDC16,,1038,6110s992,,,29
h,fe0776,price1,SS6,FDC16,,1039,6110s990,,,29
h,fe0780,price1,SS6,FDC16,,1040,6110s995,,,29
h,fe0777,price1,SS6,FDC16,,1041,6110s991,,,29
h,fe0779,price1,SS6,FDC16,,1042,6110s993,,,29
h,fe0775,price1,SS6,FDC16,,1043,6110s989,,,29
h,fe0781,price1,SS6,FDC16,,1044,6110s996,,,29
h,fe0786,price1,SS6,FDC16,,1048,6110s1003,,,29
h,fe0785,price1,SS6,FDC16,,1049,6110s1002,,,29
h,fe0783,price1,SS6,FDC16,,1050,6110s998,,,29
h,fe0784,price1,SS6,FDC16,,1051,6110s999,,,29
h,fe0788,price1,SS6,FDC16,,1052,6110s1006,,,29
h,fe0789,price1,SS6,FDC16,,1053,6110s1008,,,29
h,fe0787,price1,SS6,FDC16,,1054,6110s1004,,,29
h,fe0792,price1,SS6,FDC16,,1055,6110s1011,,,29
h,fe0791,price1,SS6,FDC16,,1056,6110s1010,,,29
h,fe0790,price1,SS6,FDC16,,1057,6110s1009,,,29
h,fe0798,price1,SS6,FDC16,,1058,6110s1019,,,29
h,fe0795,price1,SS6,FDC16,,1059,6110s1015,,,29
h,fe0797,price1,SS6,FDC16,,1060,6110s1017,,,29
h,fe0796,price1,SS6,FDC16,,1061,6110s1016,,,29
h,fe0794,price1,SS6,FDC16,,1063,6110s1014,,,29
h,fe0793,price1,SS6,FDC16,,1064,6110s1013,,,29
h,fe0799,price1,SS6,FDC17,,1065,6110s1020,,,29
h,fe0800,price1,SS6,FDC17,,1066,6110s1022,,,29
h,fe0801,price1,SS6,FDC17,,1067,6110s1023,,,29
h,fe0802,price1,SS6,FDC17,,1068,6110s1025,,,29
h,fe0803,price1,SS6,FDC17,,1069,6110s1030,,,29
h,fe0804,price1,SS6,FDC17,,1071,6110s1031,,,29
h,fe0805,price1,SS6,FDC17,,1072,6110s1032,,,29
h,fe0806,price1,SS6,FDC17,,1073,6110s1034,,,29
h,fe0808,price1,SS6,FDC17,,1074,6110s1036,,,29
h,fe0807,price1,SS6,FDC17,,1075,6110s1035,,,29
h,fe0809,price1,SS6,FDC17,,1076,6110s1038,,,29
h,fe0813,price1,SS6,FDC17,,1077,6110s1045,,,29
h,fe0812,price1,SS6,FDC17,,1078,6110s1044,,,29
h,fe0810,price1,SS6,FDC17,,1079,6110s1040,,,29
h,fe0811,price1,SS6,FDC17,,1080,6110s1042,,,29
h,fe0814,price1,SS6,FDC17,,1081,6110s1046,,,29
h,fe0816,price1,SS6,FDC17,,1082,6110s1049,,,29
h,fe0816,price1,SS6,FDC17,,1083,6110s1049,,,29
h,fe0815,price1,SS6,FDC17,,1084,6110s1048,,,29
h,fe0818,price1,SS6,FDC17,,1085,6110s1053,,,29
h,fe0817,price1,SS6,FDC17,,1086,6110s1051,,,29
h,fe0819,price1,SS6,FDC17,,1087,6110s1054,,,29
h,fe0820,price1,SS6,FDC17,,1088,6110s1055,,,29
h,fe0820,price1,SS6,FDC17,,1090,6110s1055,,,29
h,fe0820,price1,SS6,FDC17,,1090,6110s1055,,,29
h,fe0825,price1,SS6,FDC17,,1091,6110s1063,,,29
h,fe0823,price1,SS6,FDC17,,1092,6110s1060,,,29
h,fe0822,price1,SS6,FDC17,,1093,6110s1059,,,29
h,fe0821,price1,SS6,FDC17,,1094,6110s1057,,,29
h,fe0824,price1,SS6,FDC17,,1095,6110s1061,,,29
h,fe0829,price1,SS6,FDC17,,1096,6110s1069,,,29
h,fe0828,price1,SS6,FDC17,,1097,6110s1068,,,29
h,fe0826,price1,SS6,FDC17,,1098,6110s1065,,,29
h,fe0827,price1,SS6,FDC17,,1099,6110s1067,,,29
h,fe0830,price1,SS6,FDC17,,1100,6110s1070,,,29
h,fe0832,price1,SS6,FDC17,,1101,6110s1073,,,29
h,fe0831,price1,SS6,FDC17,,1103,6110s1072,,,29
h,fe0833,price1,SS6,FDC17,,1104,6110s1075,,,29
h,fe0837,price1,SS6,FDC17,,1105,6110s1081,,,29
h,fe0836,price1,SS6,FDC17,,1106,6110s1079,,,29
h,fe0835,price1,SS6,FDC17,,1107,6110s1078,,,29
h,fe0834,price1,SS6,FDC17,,1108,6110s1077,,,29
h,fe0841,price1,SS6,FDC17,,1109,6110s1086,,,29
h,fe0843,price1,SS6,FDC17,,1110,6110s1088,,,29
h,fe0839,price1,SS6,FDC17,,1111,6110s1084,,,29
h,fe0838,price1,SS6,FDC17,,1112,6110s1082,,,29
h,fe0840,price1,SS6,FDC17,,1113,6110s1085,,,29
h,fe0842,price1,SS6,FDC17,,1114,6110s1087,,,29
h,fe0849,price1,SS6,FDC17,,1115,6110s1097,,,29
h,fe0848,price1,SS6,FDC17,,1116,6110s1096,,,29
h,fe0844,price1,SS6,FDC17,,1117,6110s1089,,,29
h,fe0846,price1,SS6,FDC17,,1119,6110s1092,,,29
h,fe0847,price1,SS6,FDC17,,1120,6110s1094,,,29
h,fe0845,price1,SS6,FDC17,,1121,6110s1091,,,29
h,fe0854,price1,SS6,FDC17,,1122,6110s1105,,,29
h,fe0851,price1,SS6,FDC17,,1123,6110s1100,,,29
h,fe0853,price1,SS6,FDC17,,1124,6110s1102,,,29
h,fe0855,price1,SS6,FDC17,,1125,6110s1106,,,29
h,fe0852,price1,SS6,FDC17,,1126,6110s1101,,,29
h,fe0850,price1,SS6,FDC17,,1128,6110s1098,,,29
h,fe0856,price1,SS6,FDC18,,1129,6110s1107,,,29
h,fe0859,price1,SS6,FDC18,,1130,6110s1112,,,29
h,fe0861,price1,SS6,FDC18,,1131,6110s1118,,,29
h,fe0860,price1,SS6,FDC18,,1132,6110s1115,,,29
h,fe0860,price1,SS6,FDC18,,1133,6110s1115,,,29
h,fe0857,price1,SS6,FDC18,,1134,6110s1109,,,29
h,fe0858,price1,SS6,FDC18,,1135,6110s1110,,,29
h,fe0862,price1,SS6,FDC18,,1136,6110s1121,,,29
h,fe0866,price1,SS6,FDC18,,1137,6110s1126,,,29
h,fe0865,price1,SS6,FDC18,,1139,6110s1125,,,29
h,fe0863,price1,SS6,FDC18,,1141,6110s1122,,,29
h,fe0864,price1,SS6,FDC18,,1142,6110s1124,,,29
h,fe0870,price1,SS6,FDC18,,1143,6110s1134,,,29
h,fe0872,price1,SS6,FDC18,,1144,6110s1137,,,29
h,fe0869,price1,SS6,FDC18,,1145,6110s1133,,,29
h,fe0868,price1,SS6,FDC18,,1147,6110s1131,,,29
h,fe0867,price1,SS6,FDC18,,1148,6110s1129,,,29
h,fe0871,price1,SS6,FDC18,,1149,6110s1136,,,29
h,fe0874,price1,SS6,FDC18,,1150,6110s1140,,,29
h,fe0873,price1,SS6,FDC18,,1151,6110s1139,,,29
